index,Accuracy,Precision,DiceSimilarityCoefficient,IntersectionOverUnion,HausdorffDistance,TruePositive,TrueNegative,FalsePositive,FalseNegative,AUC,TruePositive_nor,TrueNegative_nor,FalsePositive_nor,FalseNegative_nor
545,0.980456,0.868399,0.854324,0.745694,5.91608,13204,212693,2001,2502,0.915689,5.731 ,92.315 ,0.868 ,1.086 
546,0.977387,0.848074,0.830591,0.710266,5.830952,12772,212418,2288,2922,0.901579,5.543 ,92.195 ,0.993 ,1.268 
547,0.977452,0.849484,0.833563,0.714623,7.141428,13009,212196,2305,2890,0.903741,5.646 ,92.099 ,1.000 ,1.254 
548,0.975747,0.827973,0.823097,0.699376,6.855655,13000,211812,2701,2887,0.902844,5.642 ,91.932 ,1.172 ,1.253 
549,0.975191,0.825262,0.827405,0.705619,8.485281,13701,210983,2901,2815,0.907998,5.947 ,91.572 ,1.259 ,1.222 
550,0.976949,0.83143,0.836025,0.718249,6.082763,13539,211550,2745,2566,0.913931,5.876 ,91.819 ,1.191 ,1.114 
551,0.975998,0.821288,0.819411,0.694069,6.708204,12546,212324,2730,2800,0.902424,5.445 ,92.155 ,1.185 ,1.215 
552,0.976289,0.818897,0.820538,0.695689,6.480741,12489,212448,2762,2701,0.904676,5.421 ,92.208 ,1.199 ,1.172 
553,0.984905,0.874359,0.854708,0.74628,6.855655,10230,216692,1470,2008,0.914591,4.440 ,94.050 ,0.638 ,0.872 
554,0.986788,0.852476,0.813252,0.685277,5.291503,6628,220728,1147,1897,0.886154,2.877 ,95.802 ,0.498 ,0.823 
555,0.995577,0.932367,0.274733,0.159241,7.681146,193,229188,14,1005,0.58052,0.084 ,99.474 ,0.006 ,0.436 
556,0.993181,0.868132,0.737948,0.584721,7.615773,2212,226617,336,1235,0.820118,0.960 ,98.358 ,0.146 ,0.536 
557,0.992122,0.715517,0.703963,0.543166,9.219544,2158,226427,858,957,0.844501,0.937 ,98.276 ,0.372 ,0.415 
558,0.956159,0.784231,0.678384,0.513299,12.247449,10653,209646,2931,7170,0.791961,4.624 ,90.992 ,1.272 ,3.112 
559,0.969805,0.832578,0.771744,0.628326,10.723805,11761,211682,2365,4592,0.854073,5.105 ,91.876 ,1.026 ,1.993 
560,0.962899,0.867586,0.713308,0.554374,9.643651,10634,211218,1623,6925,0.798995,4.615 ,91.674 ,0.704 ,3.006 
561,0.969835,0.836344,0.800414,0.667241,8.888194,13936,209514,2727,4223,0.877297,6.049 ,90.935 ,1.184 ,1.833 
562,0.969219,0.822789,0.802231,0.669771,10,14384,208924,3098,3994,0.884032,6.243 ,90.679 ,1.345 ,1.734 
563,0.97566,0.850623,0.828931,0.707841,8.944272,13587,211205,2386,3222,0.898573,5.897 ,91.669 ,1.036 ,1.398 
564,0.978338,0.848015,0.837496,0.720423,7.211103,12861,212548,2305,2686,0.908253,5.582 ,92.252 ,1.000 ,1.166 
565,0.975872,0.83976,0.817827,0.6918,7.141428,12478,212363,2381,3178,0.892962,5.416 ,92.171 ,1.033 ,1.379 
566,0.955851,0.824645,0.692187,0.52927,11.874342,11437,208791,2432,7740,0.792439,4.964 ,90.621 ,1.056 ,3.359 
567,0.97987,0.848599,0.829297,0.708375,7.211103,11266,214496,2010,2628,0.900785,4.890 ,93.097 ,0.872 ,1.141 
568,0.972457,0.838245,0.835596,0.717617,7.141428,16127,207927,3112,3234,0.909109,7.000 ,90.246 ,1.351 ,1.404 
569,0.971753,0.843351,0.834107,0.715423,6.63325,16361,207531,3039,3469,0.905315,7.101 ,90.074 ,1.319 ,1.506 
570,0.97253,0.849271,0.832028,0.71237,7.483315,15675,208396,2782,3547,0.901149,6.803 ,90.450 ,1.207 ,1.539 
571,0.977235,0.838623,0.830692,0.710413,6.480741,12867,212288,2476,2769,0.90569,5.585 ,92.139 ,1.075 ,1.202 
572,0.980035,0.858222,0.832982,0.71377,7.483315,11471,214329,1895,2705,0.90021,4.979 ,93.025 ,0.822 ,1.174 
573,0.981606,0.866515,0.839311,0.723115,6.928203,11068,215094,1705,2533,0.90295,4.804 ,93.357 ,0.740 ,1.099 
574,0.983351,0.8622,0.859806,0.754087,7.141428,11763,214801,1880,1956,0.924374,5.105 ,93.230 ,0.816 ,0.849 
575,0.984783,0.85042,0.838597,0.722055,4.472136,9108,217786,1602,1904,0.909898,3.953 ,94.525 ,0.695 ,0.826 
576,0.975469,0.823476,0.828426,0.707105,7.745967,13645,211103,2925,2727,0.909884,5.922 ,91.625 ,1.270 ,1.184 
577,0.974783,0.8215,0.82698,0.705001,6.480741,13885,210705,3017,2793,0.909209,6.026 ,91.452 ,1.309 ,1.212 
578,0.96724,0.757612,0.76831,0.623785,7.549834,12515,210337,4004,3544,0.880317,5.432 ,91.292 ,1.738 ,1.538 
579,0.964991,0.82517,0.746256,0.595223,8.42615,11861,210473,2513,5553,0.83466,5.148 ,91.351 ,1.091 ,2.410 
580,0.9727,0.72012,0.758449,0.610888,7.615773,9875,214235,3838,2452,0.891744,4.286 ,92.984 ,1.666 ,1.064 
581,0.967769,0.63357,0.702341,0.541237,7.81025,8761,214213,5067,2359,0.882376,3.803 ,92.974 ,2.199 ,1.024 
582,0.964505,0.778369,0.750382,0.600489,8.185353,12292,209930,3500,4678,0.853969,5.335 ,91.115 ,1.519 ,2.030 
583,0.96799,0.799976,0.784224,0.64504,7.874008,13402,209623,3351,4024,0.876673,5.817 ,90.982 ,1.454 ,1.747 
584,0.964852,0.786457,0.742069,0.589912,6.480741,11649,210653,3163,4935,0.843815,5.056 ,91.429 ,1.373 ,2.142 
585,0.983754,0.582893,0.697095,0.535031,5.91608,4307,222350,3082,661,0.926638,1.869 ,96.506 ,1.338 ,0.287 
586,0.977266,0.828395,0.811393,0.682642,6.164414,11267,213895,2334,2904,0.89214,4.890 ,92.836 ,1.013 ,1.260 
587,0.980833,0.843536,0.829036,0.707994,5.567764,10707,215277,1986,2430,0.902943,4.647 ,93.436 ,0.862 ,1.055 
588,0.983733,0.819455,0.824071,0.700782,5.291503,8778,217874,1934,1814,0.90997,3.810 ,94.563 ,0.839 ,0.787 
589,0.985152,0.805236,0.818042,0.692107,5.567764,7690,219289,1860,1561,0.911425,3.338 ,95.178 ,0.807 ,0.678 
590,0.988845,0.661181,0.70921,0.549439,5.477226,3134,224696,1606,964,0.878833,1.360 ,97.524 ,0.697 ,0.418 
591,0.991233,0.654222,0.726361,0.570304,6.855655,2681,225699,1417,603,0.905072,1.164 ,97.960 ,0.615 ,0.262 
592,0.982717,0.8519,0.810975,0.68205,6.244998,8542,217876,1485,2497,0.883516,3.707 ,94.564 ,0.645 ,1.084 
593,0.979488,0.853797,0.807558,0.67723,6.480741,9916,215758,1698,3028,0.87913,4.304 ,93.645 ,0.737 ,1.314 
594,0.97832,0.81595,0.817707,0.691629,7.615773,11203,214202,2527,2468,0.903906,4.862 ,92.970 ,1.097 ,1.071 
595,0.984883,0.799267,0.814151,0.686555,5.291503,7629,219288,1916,1567,0.910469,3.311 ,95.177 ,0.832 ,0.680 
596,0.983958,0.788199,0.796364,0.661631,4.795832,7227,219477,1942,1754,0.897964,3.137 ,95.259 ,0.843 ,0.761 
597,0.983255,0.723171,0.764641,0.618963,5.744563,6267,220275,2399,1459,0.900192,2.720 ,95.605 ,1.041 ,0.633 
598,0.98523,0.770134,0.792361,0.656124,5.830952,6493,220504,1938,1465,0.903598,2.818 ,95.705 ,0.841 ,0.636 
599,0.984284,0.542866,0.648276,0.479592,6.480741,3337,223442,2810,811,0.896032,1.448 ,96.980 ,1.220 ,0.352 
600,0.988893,0.763391,0.777652,0.636196,4.582576,4475,223366,1387,1172,0.893142,1.942 ,96.947 ,0.602 ,0.509 
601,0.981658,0.719963,0.686173,0.52227,6.855655,4620,221554,1797,2429,0.823683,2.005 ,96.161 ,0.780 ,1.054 
602,0.979857,0.712378,0.650659,0.482205,7,4322,221437,1745,2896,0.795481,1.876 ,96.110 ,0.757 ,1.257 
603,0.978407,0.703276,0.644414,0.475377,7.745967,4508,220917,1902,3073,0.793054,1.957 ,95.884 ,0.826 ,1.334 
604,0.982348,0.793119,0.811197,0.682365,5.830952,8737,217596,2279,1788,0.909877,3.792 ,94.443 ,0.989 ,0.776 
605,0.985985,0.492823,0.614632,0.44366,7.348469,2575,224596,2650,579,0.902381,1.118 ,97.481 ,1.150 ,0.251 
606,0.986072,0.568115,0.673318,0.50752,8.124038,3307,223884,2514,695,0.907616,1.435 ,97.172 ,1.091 ,0.302 
607,0.987904,0.632017,0.705858,0.545425,7.141428,3344,224269,1947,840,0.895314,1.451 ,97.339 ,0.845 ,0.365 
608,0.983056,0.806598,0.521451,0.352678,9.219544,2127,224369,510,3394,0.691494,0.923 ,97.382 ,0.221 ,1.473 
609,0.983568,0.829402,0.782763,0.643066,6.708204,6821,219793,1403,2383,0.867374,2.961 ,95.396 ,0.609 ,1.034 
610,0.980456,0.786987,0.81257,0.68431,6.708204,9761,216136,2642,1861,0.913898,4.237 ,93.809 ,1.147 ,0.808 
611,0.982374,0.843116,0.829563,0.708764,7,9883,216456,1839,2222,0.904008,4.289 ,93.948 ,0.798 ,0.964 
612,0.968733,0.645425,0.71923,0.56156,9.643651,9227,213969,5069,2135,0.894475,4.005 ,92.868 ,2.200 ,0.927 
613,0.977778,0.799871,0.795003,0.659755,5.385165,9928,215352,2484,2636,0.889396,4.309 ,93.469 ,1.078 ,1.144 
614,0.980929,0.848986,0.834675,0.71626,5.291503,11092,214914,1973,2421,0.905871,4.814 ,93.279 ,0.856 ,1.051 
615,0.979657,0.852822,0.8338,0.714972,5.477226,11757,213956,2029,2658,0.903107,5.103 ,92.863 ,0.881 ,1.154 
616,0.977891,0.838775,0.833963,0.715212,6.63325,12793,212513,2459,2635,0.908884,5.553 ,92.237 ,1.067 ,1.144 
617,0.980334,0.844762,0.849992,0.739118,6.928203,12837,213032,2359,2172,0.922167,5.572 ,92.462 ,1.024 ,0.943 
618,0.976528,0.82543,0.819021,0.693511,6.164414,12237,212755,2588,2820,0.900347,5.311 ,92.342 ,1.123 ,1.224 
619,0.976094,0.807184,0.805013,0.673658,6.244998,11370,213522,2716,2792,0.895146,4.935 ,92.674 ,1.179 ,1.212 
620,0.979379,0.833687,0.836864,0.71949,5.91608,12186,213463,2431,2320,0.914403,5.289 ,92.649 ,1.055 ,1.007 
621,0.980061,0.841905,0.835952,0.718142,5.567764,11705,214101,2198,2396,0.909961,5.080 ,92.926 ,0.954 ,1.040 
622,0.978659,0.826275,0.818178,0.692303,5.567764,11063,214420,2326,2591,0.899754,4.802 ,93.064 ,1.010 ,1.125 
623,0.977912,0.610849,0.690883,0.527747,5.385165,5687,219624,3623,1466,0.889411,2.468 ,95.323 ,1.572 ,0.636 
624,0.981523,0.845014,0.835859,0.718005,5.385165,10839,215304,1988,2269,0.908875,4.704 ,93.448 ,0.863 ,0.985 
625,0.975113,0.807641,0.807532,0.677194,5.567764,12029,212637,2865,2869,0.897065,5.221 ,92.290 ,1.243 ,1.245 
626,0.978481,0.831839,0.832681,0.713328,5.291503,12337,213105,2494,2464,0.910978,5.355 ,92.493 ,1.082 ,1.069 
627,0.977743,0.828794,0.821944,0.697713,5.385165,11836,213436,2445,2683,0.901941,5.137 ,92.637 ,1.061 ,1.164 
628,0.974076,0.793906,0.785198,0.646359,6.164414,10917,213510,2834,3139,0.88179,4.738 ,92.669 ,1.230 ,1.362 
629,0.970282,0.6601,0.712323,0.553185,6.324555,8477,215076,4365,2482,0.876814,3.679 ,93.349 ,1.895 ,1.077 
630,0.983815,0.787666,0.788426,0.650745,6,6948,219723,1873,1856,0.890367,3.016 ,95.366 ,0.813 ,0.806 
631,0.97911,0.816167,0.816136,0.689384,5.567764,10682,214905,2406,2407,0.902517,4.636 ,93.275 ,1.044 ,1.045 
632,0.978186,0.811498,0.815897,0.689043,6.78233,11137,214237,2587,2439,0.904207,4.834 ,92.985 ,1.123 ,1.059 
633,0.974926,0.704353,0.745898,0.594767,7.211103,8479,216144,3559,2218,0.888227,3.680 ,93.813 ,1.545 ,0.963 
634,0.970634,0.760392,0.786924,0.648702,5.744563,12494,211140,3937,2829,0.898535,5.423 ,91.641 ,1.709 ,1.228 
635,0.974648,0.821573,0.817017,0.690641,5.744563,13040,211519,2832,3009,0.89965,5.660 ,91.805 ,1.229 ,1.306 
636,0.974362,0.808426,0.80996,0.680616,5.830952,12588,211905,2983,2924,0.89881,5.464 ,91.973 ,1.295 ,1.269 
637,0.97069,0.831627,0.784118,0.644897,7.071068,12264,211383,2483,4270,0.865067,5.323 ,91.746 ,1.078 ,1.853 
638,0.974696,0.790367,0.804073,0.672343,7.211103,11963,212607,3173,2657,0.901779,5.192 ,92.277 ,1.377 ,1.153 
639,0.978099,0.83975,0.830557,0.710217,5.567764,12367,212987,2360,2686,0.905302,5.368 ,92.442 ,1.024 ,1.166 
640,0.976641,0.820631,0.813759,0.685998,5.567764,11758,213260,2570,2812,0.897547,5.103 ,92.561 ,1.115 ,1.220 
641,0.980122,0.82218,0.829524,0.708707,5.196152,11143,214677,2410,2170,0.91295,4.836 ,93.176 ,1.046 ,0.942 
642,0.972622,0.826116,0.78024,0.639666,6.855655,11198,212894,2357,3951,0.86412,4.860 ,92.402 ,1.023 ,1.715 
643,0.977018,0.836134,0.824524,0.701438,5.567764,12440,212665,2438,2857,0.900949,5.399 ,92.303 ,1.058 ,1.240 
644,0.97635,0.81213,0.810805,0.68181,6.324555,11676,213275,2701,2748,0.898489,5.068 ,92.567 ,1.172 ,1.193 
645,0.976424,0.821827,0.793742,0.658021,6.78233,10452,214516,2266,3166,0.87853,4.536 ,93.106 ,0.984 ,1.374 
646,0.973928,0.78415,0.787069,0.648898,7.681146,11102,213291,3056,2951,0.887942,4.819 ,92.574 ,1.326 ,1.281 
647,0.975347,0.772656,0.791957,0.65557,9.165151,10811,213909,3181,2499,0.898797,4.692 ,92.842 ,1.381 ,1.085 
648,0.979154,0.846602,0.815475,0.688441,7.28011,10613,214984,1923,2880,0.888845,4.606 ,93.309 ,0.835 ,1.250 
649,0.975612,0.822728,0.808936,0.679171,6.63325,11895,212886,2563,3056,0.891851,5.163 ,92.398 ,1.112 ,1.326 
650,0.978108,0.818781,0.69847,0.536653,6.855655,5842,219514,1293,3751,0.801565,2.536 ,95.275 ,0.561 ,1.628 
651,0.960911,0.824218,0.671936,0.505952,7.071068,9223,212171,1967,7039,0.778982,4.003 ,92.088 ,0.854 ,3.055 
652,0.969323,0.84381,0.76266,0.61637,6.244998,11356,211976,2102,4966,0.842965,4.929 ,92.003 ,0.912 ,2.155 
653,0.972708,0.823848,0.772141,0.628851,6.244998,10654,213458,2278,4010,0.857991,4.624 ,92.647 ,0.989 ,1.740 
654,0.968694,0.817118,0.715699,0.557267,6.78233,9079,214108,2032,5181,0.813637,3.941 ,92.929 ,0.882 ,2.249 
655,0.974193,0.965517,0.027478,0.01393,10.816654,84,224370,3,5943,0.506962,0.036 ,97.383 ,0.001 ,2.579 
656,0.984978,0.583111,0.55849,0.387434,6.480741,2189,224750,1565,1896,0.764474,0.950 ,97.548 ,0.679 ,0.823 
657,0.981393,0.665248,0.693282,0.530552,9.539392,4845,221268,2438,1849,0.856442,2.103 ,96.036 ,1.058 ,0.803 
658,0.985569,0.695918,0.741707,0.589455,8,4774,222301,2086,1239,0.892325,2.072 ,96.485 ,0.905 ,0.538 
659,0.977552,0.835697,0.833708,0.714837,5.385165,12965,212263,2549,2623,0.909932,5.627 ,92.128 ,1.106 ,1.138 
660,0.978103,0.821156,0.822914,0.699111,5.744563,11722,213633,2553,2492,0.906435,5.088 ,92.723 ,1.108 ,1.082 
661,0.978342,0.846099,0.839457,0.723331,5.477226,13046,212364,2373,2617,0.910934,5.662 ,92.172 ,1.030 ,1.136 
662,0.975386,0.830874,0.819078,0.693592,7.615773,12837,211892,2613,3058,0.897715,5.572 ,91.967 ,1.134 ,1.327 
663,0.976845,0.838069,0.817837,0.691814,6.708204,11976,213089,2314,3021,0.893909,5.198 ,92.487 ,1.004 ,1.311 
664,0.980048,0.848617,0.84163,0.726564,5.477226,12215,213588,2179,2418,0.912329,5.302 ,92.703 ,0.946 ,1.049 
665,0.975421,0.803816,0.810773,0.681765,5.567764,12132,212605,2961,2702,0.902057,5.266 ,92.276 ,1.285 ,1.173 
666,0.97378,0.812648,0.815941,0.689105,5.744563,13390,210969,3087,2954,0.90242,5.812 ,91.566 ,1.340 ,1.282 
667,0.980247,0.863196,0.85278,0.743345,5.477226,13181,212668,2089,2462,0.916443,5.721 ,92.304 ,0.907 ,1.069 
668,0.97579,0.838669,0.818164,0.692282,6.244998,12549,212273,2414,3164,0.893697,5.447 ,92.132 ,1.048 ,1.373 
669,0.974575,0.816576,0.808236,0.678185,5.830952,12345,212197,2773,3085,0.893583,5.358 ,92.099 ,1.204 ,1.339 
670,0.980499,0.84589,0.840702,0.725182,5.196152,11856,214051,2160,2333,0.912793,5.146 ,92.904 ,0.938 ,1.013 
671,0.984549,0.792807,0.8039,0.672101,6.557439,7297,219543,1907,1653,0.903348,3.167 ,95.288 ,0.828 ,0.717 
672,0.978394,0.829619,0.819703,0.694489,5.567764,11316,214106,2324,2654,0.899642,4.911 ,92.928 ,1.009 ,1.152 
673,0.971914,0.834126,0.741749,0.589508,6.480741,9293,214636,1848,4623,0.829628,4.033 ,93.158 ,0.802 ,2.007 
674,0.980074,0.84524,0.846511,0.733871,5.477226,12660,213149,2318,2273,0.918514,5.495 ,92.513 ,1.006 ,0.987 
675,0.98145,0.843202,0.793606,0.657834,9,8217,217909,1528,2746,0.871279,3.566 ,94.579 ,0.663 ,1.192 
676,0.982157,0.842473,0.787226,0.649112,7.483315,7605,218684,1422,2689,0.86616,3.301 ,94.915 ,0.617 ,1.167 
677,0.9849,0.85004,0.810088,0.680796,6.324555,7420,219501,1309,2170,0.883897,3.220 ,95.270 ,0.568 ,0.942 
678,0.983776,0.847932,0.803201,0.671124,7.071068,7628,219034,1368,2370,0.878373,3.311 ,95.067 ,0.594 ,1.029 
679,0.982569,0.682511,0.736067,0.582363,5.830952,5600,220784,2605,1411,0.893542,2.431 ,95.826 ,1.131 ,0.612 
680,0.975812,0.828776,0.794301,0.658789,8.185353,10760,214067,2223,3350,0.876151,4.670 ,92.911 ,0.965 ,1.454 
681,0.972856,0.852392,0.810565,0.681471,9.848858,13380,210766,2317,3937,0.880889,5.807 ,91.478 ,1.006 ,1.709 
682,0.972556,0.84024,0.817186,0.690882,7.28011,14132,209945,2687,3636,0.891363,6.134 ,91.122 ,1.166 ,1.578 
683,0.975009,0.83173,0.824108,0.700836,6.244998,13489,211153,2729,3029,0.901932,5.855 ,91.646 ,1.184 ,1.315 
684,0.97589,0.854631,0.814543,0.687113,9.055385,12199,212646,2075,3480,0.884192,5.295 ,92.294 ,0.901 ,1.510 
685,0.986766,0.84332,0.832922,0.713682,5.656854,7600,219751,1412,1637,0.908197,3.299 ,95.378 ,0.613 ,0.711 
686,0.974297,0.841441,0.806395,0.675596,6.63325,12333,212145,2324,3598,0.881657,5.353 ,92.077 ,1.009 ,1.562 
687,0.975564,0.82026,0.811643,0.682995,5.744563,12130,212640,2658,2972,0.89543,5.265 ,92.292 ,1.154 ,1.290 
688,0.976128,0.842728,0.820003,0.694919,7.28011,12528,212372,2338,3162,0.893791,5.438 ,92.175 ,1.015 ,1.372 
689,0.976471,0.85112,0.823621,0.700133,7,12657,212322,2214,3207,0.893762,5.493 ,92.154 ,0.961 ,1.392 
690,0.977114,0.853113,0.838909,0.722517,7.745967,13730,211397,2364,2909,0.907055,5.959 ,91.752 ,1.026 ,1.263 
691,0.966007,0.834732,0.803532,0.671587,8.062258,16016,206552,3171,4661,0.87973,6.951 ,89.649 ,1.376 ,2.023 
692,0.966085,0.858322,0.781084,0.640802,11.045361,13940,208646,2301,5513,0.852846,6.050 ,90.558 ,0.999 ,2.393 
693,0.966376,0.85504,0.76074,0.613866,11.269428,12316,210337,2088,5659,0.837672,5.345 ,91.292 ,0.906 ,2.456 
694,0.963359,0.862901,0.79138,0.65478,12.124356,16012,205946,2544,5898,0.859303,6.950 ,89.386 ,1.104 ,2.560 
695,0.964301,0.847341,0.831299,0.711302,11.7047,20265,201910,3651,4574,0.899046,8.796 ,87.635 ,1.585 ,1.985 
696,0.963728,0.853548,0.829174,0.708195,9.848858,20282,201761,3480,4877,0.894599,8.803 ,87.570 ,1.510 ,2.117 
697,0.951332,0.840628,0.692702,0.529873,11.532563,12638,206549,2396,8817,0.78879,5.485 ,89.648 ,1.040 ,3.827 
698,0.970929,0.816737,0.759722,0.612541,7.615773,10589,213113,2376,4322,0.84956,4.596 ,92.497 ,1.031 ,1.876 
699,0.981059,0.853851,0.716734,0.558523,8.544004,5521,220515,945,3419,0.806647,2.396 ,95.710 ,0.410 ,1.484 
700,0.979149,0.873106,0.806711,0.67604,6.082763,10025,215571,1457,3347,0.871494,4.351 ,93.564 ,0.632 ,1.453 
701,0.975903,0.767084,0.786494,0.648118,7.211103,10226,214622,3105,2447,0.896326,4.438 ,93.152 ,1.348 ,1.062 
702,0.976098,0.813748,0.810528,0.681418,6.855655,11779,213114,2696,2811,0.897421,5.112 ,92.497 ,1.170 ,1.220 
703,0.970191,0.84573,0.795254,0.660101,10.440307,13338,210194,2433,4435,0.869511,5.789 ,91.230 ,1.056 ,1.925 
704,0.975981,0.840704,0.845583,0.732476,6.324555,15152,209714,2871,2663,0.918507,6.576 ,91.022 ,1.246 ,1.156 
705,0.975729,0.8432,0.843247,0.728978,6.557439,15041,209767,2797,2795,0.915068,6.528 ,91.045 ,1.214 ,1.213 
706,0.980786,0.881475,0.862503,0.758246,6.480741,13885,212088,1867,2560,0.917802,6.026 ,92.052 ,0.810 ,1.111 
707,0.98122,0.870293,0.809593,0.680098,6.557439,9199,216874,1371,2956,0.875263,3.993 ,94.129 ,0.595 ,1.283 
708,0.979097,0.831266,0.843025,0.728645,8.062258,12932,212652,2625,2191,0.921464,5.613 ,92.297 ,1.139 ,0.951 
709,0.978194,0.824778,0.835828,0.717959,8.062258,12789,212587,2717,2307,0.917279,5.551 ,92.269 ,1.179 ,1.001 
710,0.963785,0.837348,0.797976,0.66386,10.148892,16479,205577,3201,5143,0.873404,7.152 ,89.226 ,1.389 ,2.232 
711,0.985234,0.836563,0.841399,0.726219,6.557439,9024,217974,1763,1639,0.919134,3.917 ,94.607 ,0.765 ,0.711 
712,0.973624,0.803857,0.78235,0.642508,6.855655,10922,213401,2665,3412,0.874815,4.740 ,92.622 ,1.157 ,1.481 
713,0.985482,0.802861,0.804968,0.673595,5.567764,6903,220152,1695,1650,0.899722,2.996 ,95.552 ,0.736 ,0.716 
714,0.981519,0.779415,0.781574,0.641462,8,7618,218524,2156,2102,0.886988,3.306 ,94.845 ,0.936 ,0.912 
715,0.97503,0.778372,0.805871,0.674862,12.529964,11941,212706,3400,2353,0.909826,5.183 ,92.320 ,1.476 ,1.021 
716,0.981554,0.855126,0.843405,0.729213,7.937254,11445,214705,1939,2311,0.911525,4.967 ,93.188 ,0.842 ,1.003 
717,0.98299,0.820706,0.830603,0.710283,7.416198,9608,216873,2099,1820,0.915578,4.170 ,94.129 ,0.911 ,0.790 
718,0.976345,0.793841,0.823727,0.700286,7.937254,12734,212216,3307,2143,0.920304,5.527 ,92.108 ,1.435 ,0.930 
719,0.972088,0.796216,0.816052,0.689264,8.306624,14265,209704,3651,2780,0.909895,6.191 ,91.017 ,1.585 ,1.207 
720,0.972122,0.812009,0.801016,0.668079,7.28011,12928,211049,2993,3430,0.888167,5.611 ,91.601 ,1.299 ,1.489 
721,0.973832,0.795316,0.792497,0.656311,7.071068,11513,212858,2963,3066,0.887984,4.997 ,92.386 ,1.286 ,1.331 
722,0.972491,0.83017,0.807531,0.677193,8,13296,210766,2720,3618,0.886677,5.771 ,91.478 ,1.181 ,1.570 
723,0.973177,0.830677,0.741423,0.589096,16.124515,8860,215360,1806,4374,0.830586,3.845 ,93.472 ,0.784 ,1.898 
724,0.985313,0.907541,0.899039,0.816595,14,15067,211949,1535,1849,0.941752,6.539 ,91.992 ,0.666 ,0.803 
725,0.978854,0.79982,0.845245,0.731969,14.866069,13305,212223,3330,1542,0.940346,5.775 ,92.111 ,1.445 ,0.669 
726,0.986654,0.875407,0.89554,0.810839,14,13181,214144,1876,1199,0.953968,5.721 ,92.944 ,0.814 ,0.520 
727,0.988845,0.918233,0.91268,0.839385,13.820275,13431,214399,1196,1374,0.950823,5.829 ,93.055 ,0.519 ,0.596 
728,0.976411,0.899486,0.814232,0.686671,10.049876,11911,213054,1331,4104,0.868766,5.170 ,92.471 ,0.578 ,1.781 
729,0.976098,0.836444,0.828116,0.706653,6.557439,13266,211627,2594,2913,0.903921,5.758 ,91.852 ,1.126 ,1.264 
730,0.980117,0.835121,0.819993,0.694905,6.082763,10434,215385,2060,2521,0.897965,4.529 ,93.483 ,0.894 ,1.094 
731,0.980404,0.813346,0.804875,0.673465,6.708204,9312,216573,2137,2378,0.893404,4.042 ,93.999 ,0.928 ,1.032 
732,0.981975,0.801712,0.774109,0.631467,6.324555,7116,219131,1760,2393,0.870188,3.089 ,95.109 ,0.764 ,1.039 
733,0.984518,0.809118,0.801976,0.669416,6.928203,7223,219610,1704,1863,0.89363,3.135 ,95.317 ,0.740 ,0.809 
734,0.978602,0.750893,0.781743,0.641689,7.211103,8829,216641,2929,2001,0.900948,3.832 ,94.028 ,1.271 ,0.868 
735,0.976194,0.755842,0.788965,0.65148,8.062258,10253,214662,3312,2173,0.904965,4.450 ,93.169 ,1.438 ,0.943 
736,0.977943,0.742606,0.782467,0.642666,11.045361,9140,216178,3168,1914,0.906204,3.967 ,93.827 ,1.375 ,0.831 
737,0.975981,0.792604,0.808764,0.678928,10.77033,11702,213164,3062,2472,0.905718,5.079 ,92.519 ,1.329 ,1.073 
738,0.977396,0.80054,0.803975,0.672205,7.483315,10680,214512,2661,2547,0.897593,4.635 ,93.104 ,1.155 ,1.105 
739,0.983911,0.831167,0.788425,0.650744,7.416198,6907,219786,1403,2304,0.871761,2.998 ,95.393 ,0.609 ,1.000 
740,0.973025,0.761103,0.780288,0.639731,8.42615,11036,213149,3464,2751,0.892236,4.790 ,92.513 ,1.503 ,1.194 
741,0.974878,0.803223,0.788929,0.65143,7.416198,10817,213795,2650,3138,0.881446,4.695 ,92.793 ,1.150 ,1.362 
742,0.98681,0.817416,0.812835,0.684686,4.242641,6599,220762,1474,1565,0.900836,2.864 ,95.817 ,0.640 ,0.679 
743,0.985738,0.833842,0.833079,0.713913,4.242641,8200,218914,1634,1652,0.912455,3.559 ,95.015 ,0.709 ,0.717 
744,0.983503,0.814716,0.806634,0.675931,4.242641,7928,218671,1803,1998,0.895266,3.441 ,94.909 ,0.783 ,0.867 
745,0.983837,0.839918,0.821835,0.697555,4.898979,8589,218087,1637,2087,0.898532,3.728 ,94.656 ,0.711 ,0.906 
746,0.977947,0.835519,0.797449,0.663131,6.63325,10002,215317,1969,3112,0.876817,4.341 ,93.454 ,0.855 ,1.351 
747,0.980508,0.816991,0.811469,0.682749,5.385165,9665,216244,2165,2326,0.898054,4.195 ,93.856 ,0.940 ,1.010 
748,0.977405,0.758842,0.773376,0.630492,5.477226,8883,216311,2823,2383,0.887798,3.855 ,93.885 ,1.225 ,1.034 
749,0.983212,0.764594,0.780152,0.639549,5.291503,6863,219669,2113,1755,0.893415,2.979 ,95.342 ,0.917 ,0.762 
750,0.986597,0.792946,0.810645,0.681584,5.91608,6610,220702,1726,1362,0.910696,2.869 ,95.791 ,0.749 ,0.591 
751,0.978108,0.838981,0.831586,0.711722,5.385165,12453,212903,2390,2654,0.906609,5.405 ,92.406 ,1.037 ,1.152 
