index,Accuracy,Precision,DiceSimilarityCoefficient,IntersectionOverUnion,HausdorffDistance,TruePositive,TrueNegative,FalsePositive,FalseNegative,AUC,TruePositive_nor,TrueNegative_nor,FalsePositive_nor,FalseNegative_nor
752,0.982205,0.834156,0.824591,0.701536,5.830952,9637,216663,1916,2184,0.903239,4.183 ,94.038 ,0.832 ,0.948 
753,0.980812,0.835311,0.830607,0.710288,5.385165,10839,215140,2137,2284,0.90806,4.704 ,93.377 ,0.928 ,0.991 
754,0.979865,0.814236,0.811691,0.683063,5.744563,9998,215763,2281,2358,0.89935,4.339 ,93.647 ,0.990 ,1.023 
755,0.982331,0.825083,0.785793,0.647166,6.244998,7467,218862,1583,2488,0.871447,3.241 ,94.992 ,0.687 ,1.080 
756,0.985703,0.770098,0.794074,0.658476,8.124038,6351,220755,1896,1398,0.905537,2.757 ,95.814 ,0.823 ,0.607 
757,0.984965,0.82167,0.802666,0.670378,6.557439,7045,219891,1529,1935,0.888808,3.058 ,95.439 ,0.664 ,0.840 
758,0.984449,0.781969,0.803768,0.671916,6.63325,7338,219479,2046,1537,0.90879,3.185 ,95.260 ,0.888 ,0.667 
759,0.976094,0.633914,0.670338,0.504141,10.246951,5600,219292,3234,2274,0.848334,2.431 ,95.179 ,1.404 ,0.987 
760,0.985955,0.862913,0.847545,0.735426,10.049876,8995,218169,1429,1807,0.913104,3.904 ,94.691 ,0.620 ,0.784 
761,0.988342,0.812625,0.828786,0.70763,7.416198,6501,221213,1499,1187,0.919436,2.822 ,96.013 ,0.651 ,0.515 
762,0.993568,0.838515,0.824408,0.70127,6.324555,3479,225439,670,812,0.903902,1.510 ,97.847 ,0.291 ,0.352 
763,0.99171,0.783125,0.794579,0.659172,7.071068,3694,224796,1023,887,0.900922,1.603 ,97.568 ,0.444 ,0.385 
764,0.992339,0.796727,0.80742,0.677036,6.480741,3700,224935,944,821,0.907112,1.606 ,97.628 ,0.410 ,0.356 
765,0.992869,0.823839,0.814245,0.68669,6.324555,3601,225156,770,873,0.900732,1.563 ,97.724 ,0.334 ,0.379 
766,0.988689,0.837147,0.841426,0.726261,6.928203,6914,220880,1345,1261,0.919848,3.001 ,95.868 ,0.584 ,0.547 
767,0.979536,0.689006,0.74671,0.595799,11.74734,6950,218735,3137,1578,0.900412,3.016 ,94.937 ,1.362 ,0.685 
768,0.977587,0.652416,0.720895,0.563593,12.961481,6669,218567,3553,1611,0.894719,2.895 ,94.864 ,1.542 ,0.699 
769,0.980946,0.681754,0.756192,0.607966,12.328828,6808,219202,3178,1212,0.917293,2.955 ,95.140 ,1.379 ,0.526 
770,0.977409,0.635604,0.719966,0.562458,12.489996,6691,218504,3836,1369,0.906448,2.904 ,94.837 ,1.665 ,0.594 
771,0.983008,0.71456,0.773869,0.631148,10.954451,6699,219786,2676,1239,0.915943,2.908 ,95.393 ,1.161 ,0.538 
772,0.989575,0.858834,0.846065,0.7332,5.91608,6601,221397,1085,1317,0.914397,2.865 ,96.092 ,0.471 ,0.572 
773,0.984171,0.744956,0.780895,0.640548,8.831761,6499,220254,2225,1422,0.905238,2.821 ,95.596 ,0.966 ,0.617 
774,0.98918,0.857692,0.843059,0.728697,5.09902,6696,221211,1111,1382,0.91196,2.906 ,96.012 ,0.482 ,0.600 
775,0.978524,0.668562,0.733749,0.579466,10.488088,6818,218634,3380,1568,0.898899,2.959 ,94.893 ,1.467 ,0.681 
776,0.983759,0.739792,0.788061,0.650248,10.049876,6957,219701,2447,1295,0.916027,3.020 ,95.356 ,1.062 ,0.562 
777,0.983598,0.743004,0.781826,0.641801,9.165151,6771,219850,2342,1437,0.907193,2.939 ,95.421 ,1.016 ,0.624 
778,0.984436,0.744573,0.7936,0.657824,8.831761,6894,219920,2365,1221,0.919449,2.992 ,95.451 ,1.026 ,0.530 
779,0.983967,0.749836,0.787383,0.649326,8.485281,6840,219866,2282,1412,0.909309,2.969 ,95.428 ,0.990 ,0.613 
780,0.984527,0.751952,0.802087,0.669571,9.797959,7224,219611,2383,1182,0.924326,3.135 ,95.317 ,1.034 ,0.513 
781,0.982461,0.739065,0.785156,0.646302,9.380832,7384,218975,2607,1434,0.912806,3.205 ,95.041 ,1.132 ,0.622 
782,0.986554,0.820982,0.829649,0.708889,7.745967,7544,219758,1645,1453,0.915536,3.274 ,95.381 ,0.714 ,0.631 
783,0.988103,0.854043,0.842299,0.727562,6,7320,220339,1251,1490,0.912614,3.177 ,95.633 ,0.543 ,0.647 
784,0.988186,0.843315,0.843509,0.72937,6.082763,7336,220342,1363,1359,0.918778,3.184 ,95.635 ,0.592 ,0.590 
785,0.989757,0.8728,0.866168,0.763929,5.477226,7637,220403,1113,1247,0.927305,3.315 ,95.661 ,0.483 ,0.541 
786,0.989054,0.876079,0.852876,0.743491,5.91608,7310,220568,1034,1488,0.913102,3.173 ,95.733 ,0.449 ,0.646 
787,0.986806,0.862841,0.822678,0.698771,7.071068,7052,220308,1121,1919,0.890513,3.061 ,95.620 ,0.487 ,0.833 
788,0.988841,0.871152,0.850775,0.740303,6.324555,7329,220500,1084,1487,0.913219,3.181 ,95.703 ,0.470 ,0.645 
789,0.987899,0.86994,0.840958,0.725564,6,7371,220241,1102,1686,0.904433,3.199 ,95.591 ,0.478 ,0.732 
790,0.98513,0.777801,0.811593,0.682925,10.049876,7379,219595,2108,1318,0.919473,3.203 ,95.310 ,0.915 ,0.572 
791,0.982943,0.745362,0.791799,0.655354,10.816654,7473,218997,2553,1377,0.916442,3.243 ,95.051 ,1.108 ,0.598 
792,0.980143,0.716258,0.760534,0.613598,10.198039,7265,218560,2878,1697,0.898824,3.153 ,94.861 ,1.249 ,0.737 
793,0.980898,0.702638,0.768356,0.623846,11.18034,7299,218700,3089,1312,0.916855,3.168 ,94.922 ,1.341 ,0.569 
794,0.979909,0.6906,0.756356,0.608177,12.124356,7185,218586,3219,1410,0.910719,3.118 ,94.872 ,1.397 ,0.612 
795,0.98145,0.710668,0.77278,0.6297,11.61895,7268,218858,2959,1315,0.916725,3.155 ,94.990 ,1.284 ,0.571 
796,0.97928,0.692706,0.754878,0.606268,11.18034,7351,218275,3261,1513,0.907295,3.191 ,94.737 ,1.415 ,0.657 
797,0.979149,0.687122,0.754698,0.606036,12,7390,218206,3365,1439,0.910914,3.207 ,94.707 ,1.461 ,0.625 
798,0.98122,0.69873,0.756239,0.608026,10.099505,6712,219361,2894,1433,0.905521,2.913 ,95.209 ,1.256 ,0.622 
799,0.983811,0.776667,0.796575,0.661923,10.246951,7303,219367,2100,1630,0.904024,3.170 ,95.211 ,0.911 ,0.707 
800,0.984475,0.801128,0.816385,0.689739,8.544004,7952,218871,1974,1603,0.911648,3.451 ,94.996 ,0.857 ,0.696 
801,0.978867,0.685771,0.750192,0.600246,11.874342,7311,218220,3350,1519,0.906427,3.173 ,94.714 ,1.454 ,0.659 
802,0.987214,0.862275,0.843597,0.729501,6.403124,7945,219509,1269,1677,0.909982,3.448 ,95.273 ,0.551 ,0.728 
803,0.982318,0.734886,0.78937,0.652033,10.535654,7634,218692,2754,1320,0.920072,3.313 ,94.918 ,1.195 ,0.573 
804,0.977105,0.675205,0.741485,0.589174,11.661904,7565,217560,3639,1636,0.902871,3.283 ,94.427 ,1.579 ,0.710 
805,0.976849,0.663479,0.737526,0.584191,11.789826,7494,217572,3801,1533,0.906503,3.253 ,94.432 ,1.650 ,0.665 
806,0.978529,0.675879,0.748487,0.598066,11.313708,7361,218092,3530,1417,0.911323,3.195 ,94.658 ,1.532 ,0.615 
807,0.976072,0.66497,0.729848,0.574614,12.083046,7447,217440,3752,1761,0.895895,3.232 ,94.375 ,1.628 ,0.764 
808,0.977409,0.676025,0.74454,0.593041,12,7585,217610,3635,1570,0.90604,3.292 ,94.449 ,1.578 ,0.681 
809,0.976528,0.672599,0.736504,0.582909,11.74734,7558,217434,3679,1729,0.898594,3.280 ,94.372 ,1.597 ,0.750 
810,0.975725,0.657096,0.729768,0.574515,12.041595,7552,217255,3941,1652,0.901348,3.278 ,94.295 ,1.711 ,0.717 
811,0.976997,0.668618,0.745633,0.594429,11.7047,7768,217332,3850,1450,0.912646,3.372 ,94.328 ,1.671 ,0.629 
812,0.97681,0.667808,0.740038,0.587349,11.61895,7605,217452,3783,1560,0.906344,3.301 ,94.380 ,1.642 ,0.677 
813,0.974266,0.632949,0.715758,0.557339,12.688578,7465,217006,4329,1600,0.901969,3.240 ,94.187 ,1.879 ,0.694 
814,0.976259,0.644255,0.734595,0.580521,12.60952,7570,217360,4180,1290,0.917767,3.286 ,94.340 ,1.814 ,0.560 
815,0.975586,0.658925,0.729242,0.573864,12.4499,7575,217200,3921,1704,0.899314,3.288 ,94.271 ,1.702 ,0.740 
816,0.975998,0.657662,0.72932,0.57396,12.288206,7450,217420,3878,1652,0.900489,3.234 ,94.366 ,1.683 ,0.717 
817,0.977352,0.66888,0.745835,0.594687,12.328828,7656,217526,3790,1428,0.912838,3.323 ,94.412 ,1.645 ,0.620 
818,0.975916,0.653081,0.728669,0.573154,12.288206,7451,217400,3958,1591,0.903081,3.234 ,94.358 ,1.718 ,0.691 
819,0.978694,0.69551,0.740854,0.588378,10.816654,7017,218474,3072,1837,0.889328,3.046 ,94.824 ,1.333 ,0.797 
820,0.976641,0.646285,0.729901,0.57468,11.61895,7272,217746,3980,1402,0.910209,3.156 ,94.508 ,1.727 ,0.609 
821,0.98829,0.834275,0.848086,0.73624,6.928203,7531,220171,1496,1202,0.927806,3.269 ,95.560 ,0.649 ,0.522 
822,0.984319,0.777087,0.805784,0.674739,10.29563,7495,219292,2150,1463,0.913487,3.253 ,95.179 ,0.933 ,0.635 
823,0.977196,0.665721,0.740799,0.588309,11.445523,7508,217638,3770,1484,0.908969,3.259 ,94.461 ,1.636 ,0.644 
824,0.974935,0.632464,0.722556,0.565626,11.575837,7520,217105,4370,1405,0.911423,3.264 ,94.230 ,1.897 ,0.610 
825,0.982943,0.859057,0.850978,0.740611,7.681146,11221,215249,1841,2089,0.917285,4.870 ,93.424 ,0.799 ,0.907 
826,0.981736,0.810515,0.831194,0.711148,8.42615,10360,215832,2422,1786,0.920929,4.497 ,93.677 ,1.051 ,0.775 
827,0.979175,0.799843,0.809073,0.679364,10.148892,10166,215436,2544,2254,0.903424,4.412 ,93.505 ,1.104 ,0.978 
828,0.994753,0.83662,0.843859,0.729893,6.855655,3267,225924,638,571,0.924204,1.418 ,98.057 ,0.277 ,0.248 
829,0.992105,0.843908,0.808667,0.678792,8.062258,3844,224737,711,1108,0.886549,1.668 ,97.542 ,0.309 ,0.481 
830,0.984918,0.850854,0.802815,0.670585,7.416198,7074,219851,1240,2235,0.877151,3.070 ,95.421 ,0.538 ,0.970 
831,0.981124,0.832031,0.833212,0.714107,5.196152,10863,215188,2193,2156,0.912154,4.715 ,93.398 ,0.952 ,0.936 
832,0.988181,0.79287,0.714241,0.555501,7.681146,3403,224274,889,1834,0.822926,1.477 ,97.341 ,0.386 ,0.796 
833,0.98296,0.817025,0.785511,0.646784,6.082763,7189,219285,1610,2316,0.874525,3.120 ,95.176 ,0.699 ,1.005 
834,0.980451,0.841278,0.743566,0.591807,9.69536,6530,219366,1232,3272,0.830303,2.834 ,95.211 ,0.535 ,1.420 
835,0.982674,0.702603,0.759836,0.61269,6,6315,220093,2673,1319,0.907611,2.741 ,95.526 ,1.160 ,0.572 
836,0.986372,0.795706,0.80509,0.673766,6.78233,6485,220775,1665,1475,0.903607,2.815 ,95.822 ,0.723 ,0.640 
837,0.984102,0.813297,0.81555,0.688547,6.403124,8098,218639,1859,1804,0.904692,3.515 ,94.895 ,0.807 ,0.783 
838,0.980139,0.812721,0.822374,0.698332,6.557439,10593,215231,2441,2135,0.910523,4.598 ,93.416 ,1.059 ,0.927 
839,0.991845,0.879663,0.881712,0.788449,8.185353,7003,221518,958,921,0.939732,3.039 ,96.145 ,0.416 ,0.400 
840,0.975503,0.900544,0.871832,0.772786,8.888194,19196,205560,2120,3524,0.917343,8.332 ,89.219 ,0.920 ,1.530 
841,0.957569,0.826468,0.806293,0.675453,10.723805,20346,200278,4272,5504,0.883097,8.831 ,86.926 ,1.854 ,2.389 
842,0.969054,0.849984,0.839703,0.723697,7.874008,18675,204595,3296,3834,0.906907,8.105 ,88.800 ,1.431 ,1.664 
843,0.971372,0.799104,0.816042,0.689249,9.433981,14630,209174,3678,2918,0.908217,6.350 ,90.787 ,1.596 ,1.266 
844,0.973103,0.836893,0.823934,0.700585,7.348469,14500,209703,2826,3371,0.899037,6.293 ,91.017 ,1.227 ,1.463 
845,0.989518,0.822195,0.814159,0.686567,6,5290,222695,1144,1271,0.900584,2.296 ,96.656 ,0.497 ,0.552 
846,0.981988,0.828598,0.810848,0.68187,7.416198,8895,217355,1840,2310,0.892724,3.861 ,94.338 ,0.799 ,1.003 
847,0.972487,0.857901,0.756838,0.6088,10.77033,9865,214196,1634,4705,0.834753,4.282 ,92.967 ,0.709 ,2.042 
848,0.973255,0.852444,0.848718,0.737195,8.544004,17285,206953,2992,3170,0.915387,7.502 ,89.823 ,1.299 ,1.376 
849,0.962044,0.769128,0.797405,0.663071,10.099505,17210,204445,5166,3579,0.901598,7.470 ,88.735 ,2.242 ,1.553 
850,0.9623,0.801965,0.800899,0.667916,10,17470,204244,4314,4372,0.889575,7.582 ,88.648 ,1.872 ,1.898 
851,0.969553,0.840418,0.838345,0.721682,10,18190,205195,3454,3561,0.909865,7.895 ,89.060 ,1.499 ,1.546 
852,0.963394,0.82388,0.812135,0.683693,8.246211,18230,203736,3897,4537,0.890976,7.912 ,88.427 ,1.691 ,1.969 
853,0.979128,0.818283,0.810781,0.681776,6.244998,10303,215288,2288,2521,0.89645,4.472 ,93.441 ,0.993 ,1.094 
854,0.975299,0.813412,0.780871,0.640515,5.567764,10140,214569,2326,3365,0.870054,4.401 ,93.129 ,1.010 ,1.461 
855,0.973542,0.735231,0.74619,0.595138,7.615773,8961,215343,3227,2869,0.871358,3.889 ,93.465 ,1.401 ,1.245 
856,0.945534,0.789015,0.641631,0.472354,14.282857,11234,206617,3004,9545,0.763156,4.876 ,89.678 ,1.304 ,4.143 
857,0.953147,0.838404,0.744914,0.593516,11.789826,15762,203843,3038,7757,0.827748,6.841 ,88.474 ,1.319 ,3.367 
858,0.969766,0.83249,0.732694,0.578151,9.110434,9547,213887,1921,5045,0.822681,4.144 ,92.833 ,0.834 ,2.190 
859,0.980291,0.760599,0.78049,0.640003,6.403124,8073,217786,2541,2000,0.894958,3.504 ,94.525 ,1.103 ,0.868 
860,0.980864,0.779939,0.793286,0.657394,5.656854,8460,217531,2387,2022,0.898122,3.672 ,94.414 ,1.036 ,0.878 
861,0.988767,0.801768,0.774525,0.63202,5.656854,4445,223367,1099,1489,0.872089,1.929 ,96.947 ,0.477 ,0.646 
862,0.980022,0.846325,0.827091,0.705163,5.09902,11009,214788,1999,2604,0.899746,4.778 ,93.224 ,0.868 ,1.130 
863,0.982214,0.830473,0.803378,0.671371,6,8372,217930,1709,2389,0.885107,3.634 ,94.588 ,0.742 ,1.037 
864,0.972526,0.799183,0.78189,0.641887,6.63325,11346,212724,2851,3479,0.876052,4.924 ,92.328 ,1.237 ,1.510 
865,0.964214,0.690651,0.693551,0.530868,9.797959,9330,212825,4179,4066,0.838609,4.049 ,92.372 ,1.814 ,1.765 
866,0.966189,0.820863,0.66027,0.492839,9.165151,7570,215040,1652,6138,0.772304,3.286 ,93.333 ,0.717 ,2.664 
867,0.965408,0.852841,0.803404,0.671408,12.247449,16285,206145,2810,5160,0.872968,7.068 ,89.473 ,1.220 ,2.240 
868,0.963685,0.784463,0.777302,0.635726,10.677078,14602,207431,4012,4355,0.875648,6.338 ,90.031 ,1.741 ,1.890 
869,0.964822,0.805381,0.800443,0.667282,10.049876,16255,206040,3928,4177,0.888429,7.055 ,89.427 ,1.705 ,1.813 
870,0.96572,0.8711,0.818994,0.693472,12.409674,17868,204634,2644,5254,0.880007,7.755 ,88.817 ,1.148 ,2.280 
871,0.960868,0.868011,0.84639,0.733688,10,24839,196545,3777,5239,0.903482,10.781 ,85.306 ,1.639 ,2.274 
872,0.960664,0.831132,0.841415,0.726243,8.124038,24043,197294,4885,4178,0.913896,10.435 ,85.631 ,2.120 ,1.813 
873,0.970647,0.833134,0.837361,0.720225,7.28011,17410,206227,3487,3276,0.912502,7.556 ,89.508 ,1.513 ,1.422 
874,0.9752,0.830626,0.826953,0.704962,6.244998,13653,211033,2784,2930,0.905146,5.926 ,91.594 ,1.208 ,1.272 
875,0.975417,0.79061,0.810645,0.681583,8.124038,12124,212612,3211,2453,0.908422,5.262 ,92.280 ,1.394 ,1.065 
876,0.969188,0.684985,0.740827,0.588344,13.266499,10146,213155,4666,2433,0.892581,4.404 ,92.515 ,2.025 ,1.056 
877,0.990503,0.816275,0.826624,0.704484,7.071068,5216,222996,1174,1014,0.916001,2.264 ,96.786 ,0.510 ,0.440 
878,0.982444,0.751652,0.771404,0.627875,7.211103,6825,219530,2255,1790,0.891028,2.962 ,95.282 ,0.979 ,0.777 
879,0.979783,0.786663,0.791177,0.654502,8.660254,8824,216918,2393,2265,0.892416,3.830 ,94.148 ,1.039 ,0.983 
880,0.967431,0.81809,0.81884,0.693251,7.745967,16959,205937,3771,3733,0.900805,7.361 ,89.382 ,1.637 ,1.620 
881,0.970768,0.845193,0.838315,0.721637,8.306624,17460,206205,3198,3537,0.908138,7.578 ,89.499 ,1.388 ,1.535 
882,0.97648,0.808395,0.820474,0.695596,5.567764,12383,212598,2935,2484,0.909651,5.375 ,92.273 ,1.274 ,1.078 
883,0.985161,0.853345,0.845762,0.732744,5.830952,9374,217607,1611,1808,0.915481,4.069 ,94.447 ,0.699 ,0.785 
884,0.983759,0.83938,0.824154,0.700903,5.477226,8769,217889,1678,2064,0.900914,3.806 ,94.570 ,0.728 ,0.896 
885,0.980043,0.836502,0.802254,0.669803,6.480741,9327,216475,1823,2775,0.881174,4.048 ,93.956 ,0.791 ,1.204 
886,0.980516,0.835151,0.829865,0.709205,5.291503,10948,214963,2161,2328,0.907347,4.752 ,93.300 ,0.938 ,1.010 
887,0.982231,0.83078,0.839878,0.723957,5.385165,10737,215569,2187,1907,0.919567,4.660 ,93.563 ,0.949 ,0.828 
888,0.960946,0.801756,0.794087,0.658494,9.327379,17350,204052,4290,4708,0.882986,7.530 ,88.564 ,1.862 ,2.043 
889,0.958763,0.728513,0.76652,0.621429,10.583005,15596,205303,5812,3689,0.890591,6.769 ,89.107 ,2.523 ,1.601 
890,0.956923,0.839053,0.768275,0.623739,13.527749,16453,204022,3156,6769,0.846638,7.141 ,88.551 ,1.370 ,2.938 
891,0.979436,0.827935,0.831699,0.711888,5.385165,11707,213955,2433,2305,0.912127,5.081 ,92.862 ,1.056 ,1.000 
892,0.980152,0.841086,0.833715,0.714847,5.477226,11464,214363,2166,2407,0.908235,4.976 ,93.039 ,0.940 ,1.045 
893,0.982552,0.838143,0.836851,0.71947,5.385165,10310,216070,1991,2029,0.913216,4.475 ,93.780 ,0.864 ,0.881 
894,0.978012,0.816568,0.779797,0.639071,5.91608,8970,216364,2015,3051,0.868484,3.893 ,93.908 ,0.875 ,1.324 
895,0.977444,0.822428,0.839703,0.723696,8.602325,13612,211591,2939,2258,0.92201,5.908 ,91.836 ,1.276 ,0.980 
896,0.969766,0.811436,0.795886,0.660972,9.055385,13581,209853,3156,3810,0.883052,5.895 ,91.082 ,1.370 ,1.654 
897,0.981155,0.827943,0.833653,0.714755,5.385165,10880,215178,2261,2081,0.914522,4.722 ,93.393 ,0.981 ,0.903 
898,0.97773,0.836907,0.789842,0.652677,6.480741,9642,215627,1879,3252,0.869575,4.185 ,93.588 ,0.816 ,1.411 
899,0.966736,0.81201,0.630223,0.460092,8.602325,6531,216205,1512,6152,0.753998,2.835 ,93.839 ,0.656 ,2.670 
900,0.980404,0.795074,0.793657,0.657903,6.557439,8683,217202,2238,2277,0.891023,3.769 ,94.272 ,0.971 ,0.988 
901,0.979193,0.862795,0.842954,0.728539,5.744563,12866,212740,2046,2748,0.907239,5.584 ,92.335 ,0.888 ,1.193 
902,0.97625,0.820096,0.795378,0.660272,7.141428,10635,214293,2333,3139,0.880669,4.616 ,93.009 ,1.013 ,1.362 
903,0.975525,0.832866,0.811952,0.683433,7.937254,12174,212587,2443,3196,0.890351,5.284 ,92.269 ,1.060 ,1.387 
904,0.979323,0.839035,0.835144,0.716951,5.291503,12067,213569,2315,2449,0.910283,5.237 ,92.695 ,1.005 ,1.063 
905,0.956437,0.877236,0.764903,0.619306,12.845233,16328,204035,2285,7752,0.833499,7.087 ,88.557 ,0.992 ,3.365 
906,0.978429,0.818315,0.810059,0.680755,6.78233,10598,214832,2353,2617,0.895567,4.600 ,93.243 ,1.021 ,1.136 
907,0.983329,0.845607,0.837184,0.719962,5.477226,9875,216684,1803,2038,0.910337,4.286 ,94.047 ,0.783 ,0.885 
908,0.978125,0.812818,0.809625,0.680142,7.28011,10717,214643,2468,2572,0.897545,4.651 ,93.161 ,1.071 ,1.116 
909,0.985734,0.882346,0.824422,0.70129,10.148892,7717,219396,1029,2258,0.884483,3.349 ,95.224 ,0.447 ,0.980 
910,0.981923,0.760366,0.798139,0.664086,6.164414,8234,218001,2595,1570,0.914049,3.574 ,94.618 ,1.126 ,0.681 
911,0.966571,0.58673,0.691253,0.528179,6.403124,8622,214076,6073,1629,0.906751,3.742 ,92.915 ,2.636 ,0.707 
912,0.969635,0.612581,0.712217,0.553057,6.082763,8657,214747,5475,1521,0.912849,3.757 ,93.206 ,2.376 ,0.660 
913,0.978329,0.823645,0.834279,0.715677,5.477226,12568,212839,2691,2302,0.916353,5.455 ,92.378 ,1.168 ,0.999 
914,0.971102,0.840684,0.831041,0.710924,10.535654,16374,207368,3103,3555,0.903437,7.107 ,90.003 ,1.347 ,1.543 
915,0.955907,0.81384,0.68357,0.51926,13.638182,10973,209268,2510,7649,0.788699,4.763 ,90.828 ,1.089 ,3.320 
916,0.97467,0.798845,0.793416,0.657572,8.888194,11207,213357,2822,3014,0.887503,4.864 ,92.603 ,1.225 ,1.308 
917,0.983624,0.836091,0.822522,0.698546,5.656854,8743,217884,1714,2059,0.900791,3.795 ,94.568 ,0.744 ,0.894 
918,0.97385,0.796981,0.792563,0.656401,8,11510,212865,2932,3093,0.887304,4.996 ,92.389 ,1.273 ,1.342 
919,0.981949,0.819662,0.789599,0.652345,7.681146,7804,218437,1717,2442,0.876932,3.387 ,94.808 ,0.745 ,1.060 
920,0.980629,0.826123,0.780288,0.639732,8.3666,7925,218012,1668,2795,0.86584,3.440 ,94.623 ,0.724 ,1.213 
921,0.969054,0.751686,0.759447,0.612184,10.099505,11255,212015,3718,3412,0.875067,4.885 ,92.020 ,1.614 ,1.481 
922,0.9826,0.834833,0.809847,0.680456,11.874342,8537,217854,1689,2320,0.88931,3.705 ,94.555 ,0.733 ,1.007 
923,0.978056,0.789812,0.791247,0.654598,10.099505,9582,215762,2550,2506,0.890503,4.159 ,93.647 ,1.107 ,1.088 
924,0.97941,0.825742,0.823157,0.699462,6.708204,11041,214615,2330,2414,0.904924,4.792 ,93.149 ,1.011 ,1.048 
925,0.982552,0.859753,0.852032,0.742209,5.91608,11574,214806,1888,2132,0.917867,5.023 ,93.232 ,0.819 ,0.925 
926,0.976866,0.8101,0.81646,0.689846,5.744563,11855,213215,2779,2551,0.905027,5.145 ,92.541 ,1.206 ,1.107 
927,0.987743,0.852091,0.85074,0.74025,5.291503,8048,219528,1397,1427,0.921535,3.493 ,95.281 ,0.606 ,0.619 
928,0.978429,0.853332,0.756229,0.608013,12.206556,7709,217721,1325,3645,0.836459,3.346 ,94.497 ,0.575 ,1.582 
929,0.982773,0.870313,0.764129,0.618292,11.83216,6429,220002,958,3011,0.838351,2.790 ,95.487 ,0.416 ,1.307 
930,0.984592,0.850202,0.814699,0.687335,8.246211,7804,219046,1375,2175,0.887902,3.387 ,95.072 ,0.597 ,0.944 
931,0.979388,0.846476,0.731619,0.576813,10.723805,6473,219178,1174,3575,0.81944,2.809 ,95.129 ,0.510 ,1.552 
932,0.969084,0.870273,0.685283,0.521239,10.723805,7755,215522,1156,5967,0.779908,3.366 ,93.543 ,0.502 ,2.590 
933,0.979158,0.855537,0.804749,0.673289,9.165151,9896,215702,1671,3131,0.875983,4.295 ,93.621 ,0.725 ,1.359 
934,0.968164,0.829124,0.730618,0.57557,9.899495,9947,213118,2050,5285,0.821753,4.317 ,92.499 ,0.890 ,2.294 
935,0.969809,0.858505,0.746944,0.596098,9.848858,10266,213178,1692,5264,0.826584,4.456 ,92.525 ,0.734 ,2.285 
936,0.96852,0.84267,0.737979,0.58476,9.643651,10214,212933,1907,5346,0.823775,4.433 ,92.419 ,0.828 ,2.320 
937,0.967604,0.869108,0.763648,0.617662,10.583005,12058,210878,1816,5648,0.836237,5.234 ,91.527 ,0.788 ,2.451 
938,0.967865,0.872412,0.766877,0.621898,12.569805,12178,210818,1781,5623,0.837871,5.286 ,91.501 ,0.773 ,2.441 
939,0.969284,0.848943,0.72222,0.565215,9.433981,9200,214123,1637,5440,0.810414,3.993 ,92.935 ,0.711 ,2.361 
940,0.984692,0.8564,0.850633,0.740088,6.63325,10043,216830,1684,1843,0.918619,4.359 ,94.110 ,0.731 ,0.800 
941,0.985295,0.84259,0.853587,0.744572,7.416198,9876,217136,1845,1543,0.928224,4.286 ,94.243 ,0.801 ,0.670 
942,0.984431,0.867522,0.845341,0.732114,7.348469,9803,217010,1497,2090,0.908708,4.255 ,94.188 ,0.650 ,0.907 
943,0.986259,0.865282,0.860319,0.754878,6.928203,9750,217484,1518,1648,0.924241,4.232 ,94.394 ,0.659 ,0.715 
944,0.985091,0.845014,0.856029,0.748296,7.416198,10212,216753,1873,1562,0.929384,4.432 ,94.077 ,0.813 ,0.678 
945,0.984805,0.855121,0.854374,0.74577,6.928203,10270,216629,1740,1761,0.92283,4.457 ,94.023 ,0.755 ,0.764 
946,0.984501,0.849632,0.849166,0.73787,6.928203,10052,216777,1779,1792,0.92028,4.363 ,94.087 ,0.772 ,0.778 
947,0.985421,0.839164,0.852604,0.743078,6.63325,9715,217326,1862,1497,0.928994,4.217 ,94.326 ,0.808 ,0.650 
948,0.984371,0.866825,0.850364,0.73968,6.928203,10232,216567,1572,2029,0.913655,4.441 ,93.996 ,0.682 ,0.881 
949,0.969944,0.876153,0.73861,0.585553,10.677078,9784,213691,1383,5542,0.815981,4.247 ,92.748 ,0.600 ,2.405 
950,0.975256,0.83904,0.782297,0.642436,11.18034,10243,214456,1965,3736,0.861831,4.446 ,93.080 ,0.853 ,1.622 
951,0.967118,0.819521,0.734175,0.579998,12.4499,10462,212362,2304,5272,0.827098,4.541 ,92.171 ,1.000 ,2.288 
952,0.964332,0.83345,0.634918,0.465113,11.090537,7146,215036,1428,6790,0.753088,3.102 ,93.332 ,0.620 ,2.947 
953,0.983772,0.796164,0.801613,0.66891,4.898979,7554,219107,1934,1805,0.899194,3.279 ,95.099 ,0.839 ,0.783 
954,0.985521,0.796968,0.801334,0.668521,5.477226,6728,220336,1714,1622,0.899015,2.920 ,95.632 ,0.744 ,0.704 
955,0.986862,0.807471,0.816245,0.689538,5.385165,6723,220650,1603,1424,0.909,2.918 ,95.768 ,0.696 ,0.618 
956,0.986623,0.810356,0.803644,0.671744,4.582576,6307,221011,1476,1606,0.895204,2.737 ,95.925 ,0.641 ,0.697 
957,0.984162,0.785289,0.779743,0.638999,4.472136,6459,220292,1766,1883,0.883161,2.803 ,95.613 ,0.766 ,0.817 
958,0.97977,0.783251,0.685853,0.5219,5.291503,5088,220651,1408,3253,0.801829,2.208 ,95.769 ,0.611 ,1.412 
